Other	FALSE	Personal Accessories	111.54
F	32	Married	Other	FALSE	Camping Equipment	129.63
F	35	Married	Executive	FALSE	Golf Equipment	161.95
M	44	Married	Other	FALSE	Outdoor Protection	163.55
M	44	Married	Other	FALSE	Outdoor Protection	155.83
M	28	Married	Other	TRUE	Camping Equipment	143.97
M	28	Married	Other	TRUE	Camping Equipment	138.55
M	39	Married	Student	FALSE	Camping Equipment	136.65
M	39	Married	Student	FALSE	Camping Equipment	140.69
M	39	Married	Student	FALSE	Camping Equipment	139.54
M	27	Single	Other	FALSE	Mountaineering Equipment	127.28
F	35	Unspecified	Hospitality	FALSE	Outdoor Protection	121.27
F	35	Unspecified	Hospitality	FALSE	Outdoor Protection	124.32
F	35	Unspecified	Hospitality	FALSE	Outdoor Protection	118.57
F	35	Unspecified	Hospitality	FALSE	Outdoor Protection	124.43
F	35	Unspecified	Hospitality	FALSE	Outdoor Protection	124.79
M	27	Single	Professional	TRUE	Camping Equipment	142.53
M	27	Single	Professional	TRUE	Camping Equipment	135.79
M	42	Single	Sales	FALSE	Outdoor Protection	153.36
M	42	Single	Sales	FALSE	Outdoor Protection	154.37
F	29	Single	Professional	TRUE	Personal Accessories	124.24
M	38	Married	Trades	TRUE	Camping Equipment	171.55
M	38	Married	Trades	TRUE	Camping Equipment	174.89
M	38	Married	Trades	TRUE	Camping Equipment	168.23
F	34	Married	Executive	FALSE	Golf Equipment	152.39
F	34	Married	Executive	FALSE	Golf Equipment	154.98
F	34	Married	Executive	FALSE	Golf Equipment	150.36
F	41	Unspecified	Hospitality	FALSE	Outdoor Protection	119.34
F	41	Unspecified	Hospitality	FALSE	Outdoor Protection	124.9
F	49	Married	Executive	FALSE	Golf Equipment	130.1
F	37	Single	Professional	FALSE	Personal Accessories	140.27
M	25	Unspecified	Sales	TRUE	Camping Equipment	122
M	25	Unspecified	Sales	TRUE	Camping Equipment	117.59
M	25	Unspecified	Sales	TRUE	Camping Equipment	118.37
M	25	Unspecified	Sales	TRUE	Camping Equipment	119.93
F	45	Unspecified	Hospitality	FALSE	Personal Accessories	85.84
F	45	Unspecified	Hospitality	FALSE	Personal Accessories	85.81
M	34	Single	Other	FALSE	Mountaineering Equipment	143.44
M	34	Single	Other	FALSE	Mountaineering Equipment	144.9
M	37	Married	Professional	FALSE	Golf Equipment	165.87
M	37	Married	Professional	FALSE	Golf Equipment	172.22
M	37	Married	Professional	FALSE	Golf Equipment	165.88
M	37	Married	Professional	FALSE	Golf Equipment	169.52
M	37	Married	Professional	FALSE	Golf Equipment	165.72
M	49	Married	Retired	FALSE	Golf Equipment	116.92
M	49	Married	Retired	FALSE	Golf Equipment	118.17
M	49	Married	Retired	FALSE	Golf Equipment	121.66
M	22	Single	Trades	TRUE	Mountaineering Equipment	129.49
F	39	Married	Other	FALSE	Outdoor Protection	143.41
M	35	Married	Sales	FALSE	Outdoor Protection	156.69
F	34	Married	Other	FALSE	Camping Equipment	126.42
M	21	Single	Sales	TRUE	Mountaineering Equipment	119.93
M	21	Single	Sales	TRUE	Mountaineering Equipment	121.53
M	34	Married	Trades	TRUE	Camping Equipment	164.68
M	34	Married	Trades	TRUE	Camping Equipment	158.34
M	34	Married	Trades	TRUE	Camping Equipment	158.89
M	33	Married	Trades	TRUE	Camping Equipment	163.68
M	33	Married	Trades	TRUE	Camping Equipment	162.8
M	33	Married	Trades	TRUE	Camping Equipment	161.64
M	33	Married	Trades	TRUE	Camping Equipment	163.58
M	33	Married	Trades	TRUE	Camping Equipment	160.7
F	44	Married	Sales	FALSE	Outdoor Protection	135.03
M	32	Single	Professional	TRUE	Camping Equipment	146.26
M	32	Single	Professional	TRUE	Camping Equipment	152.8
F	29	Single	Other	FALSE	Personal Accessories	114.25
M	23	Single	Other	FALSE	Mountaineering Equipment	120.22
M	23	Single	Other	FALSE	Mountaineering Equipment	119.57
M	23	Single	Other	FALSE	Mountaineering Equipment	119.78
M	28	Single	Professional	TRUE	Camping Equipment	135.82
M	28	Single	Professional	TRUE	Camping Equipment	136.5
F	50	Unspecified	Sales	FALSE	Personal Accessories	88.39
F	50	Unspecified	Sales	FALSE	Personal Accessories	87.37
M	44	Single	Executive	FALSE	Outdoor Protection	172.46
M	29	Single	Sales	TRUE	Mountaineering Equipment	134.85
M	29	Single	Sales	TRUE	Mountaineering Equipment	131.54
F	28	Single	Other	FALSE	Personal Accessories	112.69
F	30	Married	Other	FALSE	Camping Equipment	132.67
F	30	Married	Other	FALSE	Camping Equipment	134.44
M	38	Married	Other	FALSE	Outdoor Protection	157
F	36	Married	Other	FALSE	Outdoor Protection	138.78
F	36	Married	Other	FALSE	Outdoor Protection	143.58
F	53	Married	Other	FALSE	Golf Equipment	106.06
F	21	Single	Retail	FALSE	Personal Accessories	94.95
M	37	Single	Executive	FALSE	Outdoor Protection	174.46
M	37	Single	Executive	FALSE	Outdoor Protection	166.51
F	20	Single	Other	FALSE	Personal Accessories	98.35
M	39	Married	Other	FALSE	Outdoor Protection	160.53
M	39	Married	Other	FALSE	Outdoor Protection	163.99
M	39	Married	Other	FALSE	Outdoor Protection	163.33
M	32	Single	Trades	TRUE	Mountaineering Equipment	150.97
F	40	Married	Other	FALSE	Outdoor Protection	137.83
M	34	Married	Professional	TRUE	Camping Equipment	158.41
M	34	Married	Professional	TRUE	Camping Equipment	161.91
M	34	Married	Professional	TRUE	Camping Equipment	160.75
M	34	Married	Professional	TRUE	Camping Equipment	156.68
F	30	Married	Executive	FALSE	Golf Equipment	149.71
F	35	Unspecified	Hospitality	FALSE	Outdoor Protection	121.84
F	35	Unspecified	Hospitality	FALSE	Outdoor Protection	120.53
M	26	Married	Sales	TRUE	Camping Equipment	142.16
M	46	Married	Professional	FALSE	Golf Equipment	139.24
F	33	Unspecified	Sales	FALSE	Personal Accessories	108.41
M	36	Unspecified	Sales	FALSE	Outdoor Protection	143.24
M	36	Unspecified	Sales	FALSE	Outdoor Protection	135.97
M	36	Unspecified	Sales	FALSE	Outdoor Protection	144.24
M	20	Single	Professional	TRUE	Personal Accessories	134.04
F	40	Married	Other	FALSE	Outdoor Protection	139.55
F	45	Married	Executive	FALSE	Golf Equipment	130.56
F	27	Single	Professional	TRUE	Personal Accessories	123.79
M	27	Single	Other	FALSE	Mountaineering Equipment	130.34
M	27	Single	Other	FALSE	Mountaineering Equipment	134.86
F	42	Married	Other	FALSE	Outdoor Protection	141.7
M	36	Single	Other	FALSE	Outdoor Protection	154.42
F	40	Married	Other	FALSE	Outdoor Protection	144.38
M	36	Single	Other	FALSE	Outdoor Protection	152.87
M	36	Single	Other	FALSE	Outdoor Protection	150.04
M	29	Single	Sales	TRUE	Mountaineering Equipment	130.24
F	29	Single	Other	FALSE	Personal Accessories	106.95
F	50	Married	Retail	FALSE	Outdoor Protection	100.8
F	50	Married	Retail	FALSE	Outdoor Protection	95.86
F	27	Single	Student	TRUE	Personal Accessories	91.41
M	33	Single	Professional	TRUE	Camping Equipment	154.53
M	33	Single	Professional	TRUE	Camping Equipment	150
M	33	Single	Professional	TRUE	Camping Equipment	150.85
F	23	Single	Professional	TRUE	Personal Accessories	111.23
F	29	Married	Other	FALSE	Camping Equipment	118.6
F	26	Single	Professional	TRUE	Personal Accessories	124.5
M	35	Married	Trades	TRUE	Camping Equipment	166.42
F	37	Married	Sales	FALSE	Outdoor Protection	136.34
F	37	Married	Sales	FALSE	Outdoor Protection	142.53
F	37	Married	Sales	FALSE	Outdoor Protection	136.48
F	42	Married	Other	FALSE	Outdoor Protection	140.27
M	35	Married	Professional	FALSE	Golf Equipment	174.12
M	35	Married	Professional	FALSE	Golf Equipment	170.94
F	35	Married	Other	FALSE	Outdoor Protection	138.96
F	35	Married	Other	FALSE	Outdoor Protection	135.6
F	35	Married	Other	FALSE	Outdoor Protection	136.31
F	37	Married	Other	FALSE	Outdoor Protection	137.99
F	37	Married	Other	FALSE	Outdoor Protection	142.35
M	26	Single	Trades	TRUE	Mountaineering Equipment	142.57
F	27	Single	Retail	FALSE	Personal Accessories	100.45
F	48	Married	Sales	FALSE	Outdoor Protection	114.18
F	23	Single	Other	FALSE	Personal Accessories	102.79
F	48	Married	Hospitality	FALSE	Outdoor Protection	107.05
M	21	Single	Retail	FALSE	Personal Accessories	114.81
M	21	Single	Retail	FALSE	Personal Accessories	108.26
M	20	Single	Trades	TRUE	Mountaineering Equipment	125.42
M	46	Married	Other	FALSE	Golf Equipment	132.12
M	46	Married	Other	FALSE	Golf Equipment	126.22
F	29	Married	Executive	FALSE	Personal Accessories	141.67
F	34	Married	Other	FALSE	Camping Equipment	126.43
M	34	Married	Executive	FALSE	Golf Equipment	169.15
F	26	Single	Student	TRUE	Personal Accessories	93
M	58	Married	Trades	FALSE	Camping Equipment	139.65
M	58	Married	Trades	FALSE	Camping Equipment	145
F	21	Single	Other	FALSE	Personal Accessories	101.05
F	58	Unspecified	Hospitality	FALSE	Personal Accessories	87.8
F	58	Unspecified	Hospitality	FALSE	Personal Accessories	89.26
F	45	Married	Executive	FALSE	Golf Equipment	126.76
F	29	Single	Retail	FALSE	Personal Accessories	100.22
F	29	Single	Retail	FALSE	Personal Accessories	98.42
M	39	Married	Other	FALSE	Outdoor Protection	157.64
M	39	Married	Other	FALSE	Outdoor Protection	160.22
M	19	Single	Executive	FALSE	Personal Accessories	129.12
F	24	Single	Student	TRUE	Personal Accessories	75.75
F	40	Unspecified	Hospitality	FALSE	Outdoor Protection	122.61
F	40	Unspecified	Hospitality	FALSE	Outdoor Protection	117.54
F	26	Married	Other	FALSE	Camping Equipment	124.99
F	31	Married	Hospitality	FALSE	Personal Accessories	128.26
F	25	Single	Professional	TRUE	Personal Accessories	119.57
F	34	Married	Other	FALSE	Camping Equipment	127.45
F	34	Married	Other	FALSE	Camping Equipment	125.1
M	34	Married	Other	FALSE	Camping Equipment	153.58
F	51	Married	Other	FALSE	Golf Equipment	113.91
F	42	Married	Other	FALSE	Outdoor Protection	138.28
F	42	Married	Other	FALSE	Outdoor Protection	142.73
F	30	Single	Retail	FALSE	Personal Accessories	112.79
F	30	Single	Retail	FALSE	Personal Accessories	112.77
F	30	Single	Retail	FALSE	Personal Accessories	114.35
F	30	Single	Retail	FALSE	Personal Accessories	110.67
F	30	Single	Retail	FALSE	Personal Accessories	109.76
F	41	Married	Other	FALSE	Outdoor Protection	137.84
F	48	Married	Executive	FALSE	Golf Equipment	127.99
F	62	Married	Other	FALSE	Golf Equipment	107.95
F	34	Married	Other	FALSE	Camping Equipment	126.49
F	34	Married	Other	FALSE	Camping Equipment	133.48
F	47	Married	Retired	FALSE	Golf Equipment	102.12
F	47	Married	Retired	FALSE	Golf Equipment	100.94
F	28	Single	Other	FALSE	Personal Accessories	108.12
M	27	Married	Sales	TRUE	Camping Equipment	142.7
M	42	Unspecified	Trades	TRUE	Camping Equipment	151.03
F	26	Single	Other	FALSE	Personal Accessories	111.03
F	26	Single	Other	FALSE	Personal Accessories	114.36
F	26	Single	Other	FALSE	Personal Accessories	106.02
M	37	Married	Professional	FALSE	Golf Equipment	171.32
F	23	Single	Other	FALSE	Personal Accessories	99.68
M	34	Single	Other	FALSE	Mountaineering Equipment	143.59
M	23	Single	Other	FALSE	Mountaineering Equipment	116.56
F	21	Single	Other	FALSE	Personal Accessories	98.88
F	30	Married	Executive	FALSE	Golf Equipment	150.51
F	30	Married	Executive	FALSE	Golf Equipment	154.43
F	30	Married	Executive	FALSE	Golf Equipment	154.5
M	39	Married	Trades	TRUE	Camping Equipment	165.96
F	28	Single	Other	FALSE	Personal Accessories	105.74
F	28	Single	Other	FALSE	Personal Accessories	110.59
M	44	Married	Retired	FALSE	Camping Equipment	146
M	44	Married	Retired	FALSE	Camping Equipment	152.19
M	44	Married	Retired	FALSE	Camping Equipment	145.72
F	43	Married	Other	FALSE	Outdoor Protection	144.2
F	44	Married	Professional	FALSE	Golf Equipment	148.68
M	28	Single	Professional	TRUE	Camping Equipment	135.32
M	29	Single	Student	TRUE	Camping Equipment	112.21
M	34	Married	Other	FALSE	Camping Equipment	149.66
F	48	Married	Hospitality	FALSE	Outdoor Protection	106.52
F	48	Married	Hospitality	FALSE	Outdoor Protection	112.96
M	19	Single	Sales	FALSE	Personal Accessories	107.78
F	18	Single	Retail	FALSE	Personal Accessories	84.41
F	22	Single	Sales	FALSE	Personal Accessories	102.1
F	30	Single	Professional	FALSE	Personal Accessories	131.31
M	52	Married	Professional	FALSE	Golf Equipment	135.45
M	34	Unspecified	Professional	TRUE	Camping Equipment	137.32
M	32	Married	Executive	FALSE	Golf Equipment	165.2
M	32	Married	Executive	FALSE	Golf Equipment	172.91
M	32	Married	Executive	FALSE	Golf Equipment	165.47
M	23	Single	Trades	TRUE	Mountaineering Equipment	134.97
M	23	Single	Trades	TRUE	Mountaineering Equipment	127.86
M	29	Single	Professional	TRUE	Camping Equipment	138.19
M	29	Single	Professional	TRUE	Camping Equipment	137.74
M	42	Married	Sales	FALSE	Outdoor Protection	160.02
M	42	Married	Sales	FALSE	Outdoor Protection	158.46
F	37	Unspecified	Hospitality	FALSE	Outdoor Protection	120.45
M	31	Married	Sales	TRUE	Camping Equipment	149.91
M	44	Single	Executive	FALSE	Outdoor Protection	169.68
M	32	Single	Professional	TRUE	Camping Equipment	148.88
M	32	Single	Professional	TRUE	Camping Equipment	147.62
M	33	Married	Executive	FALSE	Golf Equipment	173.91
F	53	Married	Other	FALSE	Golf Equipment	113.02
M	25	Married	Sales	TRUE	Camping Equipment	140.68
F	47	Married	Other	FALSE	Golf Equipment	111.72
F	47	Married	Other	FALSE	Golf Equipment	105.93
M	35	Single	Other	FALSE	Outdoor Protection	147.6
F	31	Married	Other	FALSE	Camping Equipment	129.16
F	69	Married	Retired	FALSE	Golf Equipment	101.02
M	24	Single	Trades	TRUE	Mountaineering Equipment	129.15
M	24	Single	Trades	TRUE	Mountaineering Equipment	134.44
F	29	Single	Hospitality	FALSE	Personal Accessories	113.12
F	32	Married	Executive	FALSE	Golf Equipment	147.71
M	43	Married	Executive	FALSE	Golf Equipment	179.2
M	55	Married	Other	FALSE	Golf Equipment	125.12
M	55	Married	Other	FALSE	Golf Equipment	132.54
F	26	Single	Retail	FALSE	Personal Accessories	101.86
F	42	Unspecified	Hospitality	FALSE	Outdoor Protection	120.73
F	42	Unspecified	Hospitality	FALSE	Outdoor Protection	118.7
M	28	Single	Other	FALSE	Mountaineering Equipment	126.33
M	28	Single	Other	FALSE	Mountaineering Equipment	127
M	32	Married	Other	FALSE	Camping Equipment	151.79
M	26	Single	Student	TRUE	Camping Equipment	114.47
F	29	Single	Retail	FALSE	Personal Accessories	95.04
F	18	Single	Professional	FALSE	Personal Accessories	100.99
F	39	Married	Other	FALSE	Outdoor Protection	139.72
F	42	Married	Other	FALSE	Outdoor Protection	140.49
M	45	Married	Professional	FALSE	Golf Equipment	139.49
F	25	Married	Executive	FALSE	Personal Accessories	140.59
M	30	Single	Trades	TRUE	Mountaineering Equipment	149.16
F	19	Single	Professional	FALSE	Personal Accessories	104.24
F	46	Unspecified	Hospitality	FALSE	Personal Accessories	91.49
F	46	Unspecified	Hospitality	FALSE	Personal Accessories	92.28
F	53	Married	Retired	FALSE	Golf Equipment	100.94
M	43	Married	Executive	FALSE	Golf Equipment	175.54
M	22	Single	Professional	TRUE	Personal Accessories	130.91
M	22	Single	Professional	TRUE	Personal Accessories	126.87
F	43	Married	Other	FALSE	Outdoor Protection	137.52
M	31	Single	Other	FALSE	Mountaineering Equipment	141.9
M	31	Single	Other	FALSE	Mountaineering Equipment	143.09
M	31	Single	Other	FALSE	Mountaineering Equipment	140.72
M	31	Single	Other	FALSE	Mountaineering Equipment	144.86
F	48	Married	Hospitality	FALSE	Outdoor Protection	106.9
F	48	Married	Hospitality	FALSE	Outdoor Protection	114.09
F	37	Unspecified	Hospitality	FALSE	Outdoor Protection	116.77
F	37	Unspecified	Hospitality	FALSE	Outdoor Protection	124.74
F	37	Unspecified	Hospitality	FALSE	Outdoor Protection	117.21
M	24	Single	Other	FALSE	Mountaineering Equipment	119.39
M	30	Married	Trades	TRUE	Camping Equipment	164
F	22	Single	Other	FALSE	Personal Accessories	99.3
M	31	Married	Other	FALSE	Camping Equipment	148.24
F	25	Married	Sales	TRUE	Camping Equipment	116.86
M	29	Single	Professional	TRUE	Camping Equipment	139.83
M	29	Single	Professional	TRUE	Camping Equipment	141.72
F	41	Married	Other	FALSE	Outdoor Protection	137.92
M	27	Married	Sales	TRUE	Camping Equipment	143.15
F	34	Married	Retail	FALSE	Camping Equipment	116.31
F	34	Married	Retail	FALSE	Camping Equipment	117.03
M	36	Married	Professional	FALSE	Golf Equipment	169.69
M	36	Married	Professional	FALSE	Golf Equipment	166.12
M	32	Married	Sales	TRUE	Camping Equipment	150.71
M	32	Married	Sales	TRUE	Camping Equipment	149.87
M	32	Married	Sales	TRUE	Camping Equipment	150.74
F	20	Single	Other	FALSE	Personal Accessories	104.98
M	30	Married	Trades	TRUE	Camping Equipment	163.52
F	38	Single	Professional	FALSE	Personal Accessories	140.97
F	27	Single	Other	FALSE	Personal Accessories	113.16
F	27	Single	Other	FALSE	Personal Accessories	105.1
F	27	Single	Other	FALSE	Personal Accessories	113.2
F	27	Single	Other	FALSE	Personal Accessories	111.42
M	28	Married	Other	TRUE	Camping Equipment	138.26
M	39	Unspecified	Trades	TRUE	Camping Equipment	150.23
M	37	Married	Executive	FALSE	Golf Equipment	175.02
F	28	Single	Retail	FALSE	Personal Accessories	101.73
M	23	Single	Trades	TRUE	Mountaineering Equipment	131.48
M	48	Married	Professional	FALSE	Golf Equipment	143.17
M	48	Married	Professional	FALSE	Golf Equipment	140.65
M	48	Married	Professional	FALSE	Golf Equipment	142.99
M	48	Married	Professional	FALSE	Golf Equipment	142.83
M	20	Single	Trades	TRUE	Mountaineering Equipment	132.71
M	20	Single	Trades	TRUE	Mountaineering Equipment	126.29
F	23	Single	Professional	TRUE	Personal Accessories	108.43
F	23	Single	Professional	TRUE	Personal Accessories	106.63
M	24	Single	Executive	FALSE	Personal Accessories	139.79
M	24	Single	Executive	FALSE	Personal Accessories	137.3
M	31	Married	Other	FALSE	Camping Equipment	145.01
F	19	Single	Other	FALSE	Personal Accessories	91.27
F	19	Single	Other	FALSE	Personal Accessories	87.66
F	46	Married	Executive	FALSE	Golf Equipment	125.89
M	28	Married	Other	TRUE	Camping Equipment	138.65
F	24	Single	Other	FALSE	Personal Accessories	103.23
F	24	Single	Other	FALSE	Personal Accessories	96.74
F	24	Single	Other	FALSE	Personal Accessories	98.88
F	32	Married	Executive	FALSE	Golf Equipment	150.47
F	32	Married	Executive	FALSE	Golf Equipment	146.51
F	64	Married	Retired	FALSE	Golf Equipment	99.54
M	17	Single	Student	FALSE	Personal Accessories	88.04
F	34	Married	Other	FALSE	Camping Equipment	126.09
M	44	Married	Professional	FALSE	Golf Equipment	169.64
M	46	Unspecified	Other	FALSE	Golf Equipment	113.82
M	46	Unspecified	Other	FALSE	Golf Equipment	105.96
